Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting),Observation Frequency
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT30201","Bad Vöslau, Gainfarn","SPO.03.0201.1063.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","59.844","ug/m3","95.02","1","Background","Suburban","16.2057","47.9592","265.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.03.0201&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.02","Amt der Kärntner Landesregierung","AT2WO15","Wolfsberg Hauptschule","SPO.02.WO15.191.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","37.567","ug/m3","95.53","1","Background","Suburban","14.8435","46.8350","460.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.02.WO15&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.02","Amt der Kärntner Landesregierung","AT2KA41","Klagenfurt Kreuzbergl","SPO.02.KA41.894.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","52.381","ug/m3","95.65","1","Background","Suburban","14.2893","46.6294","550.0","Klagenfurt                                                                      ","AT006C1                                           ","96640","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.02.KA41&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT30603","Himberg, Alter Markt","SPO.03.0603.4679.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","56.976","ug/m3","92.16","1","Background","Suburban","16.4311","48.0857","172.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.03.0603&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT30701","Ziersdorf","SPO.03.0701.55177.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","52.389","ug/m3","95.55","1","Background","Rural","15.9419","48.5283","230.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.03.0701&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.01","Amt der Burgenländischen Landesregierung","AT10002","Oberschützen","SPO.01.0002.918.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","51.154","ug/m3","94.44","1","Background","Rural","16.2079","47.3399","344.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.01.0002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT31102","Annaberg, Joachimsberg","SPO.03.1102.927.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","73.786","ug/m3","94.45","1","Background","Rural","15.3209","47.8614","880.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.03.1102&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT30801","Irnfritz - Rothweinsdorf","SPO.03.0801.933.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","66.148","ug/m3","94.12","1","Background","Rural","15.4984","48.7242","556.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.03.0801&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT30502","Heidenreichstein Thaures","SPO.03.0502.931.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","61.652","ug/m3","95.35","1","Background","Rural","15.0467","48.8786","570.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.03.0502&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.01","Amt der Burgenländischen Landesregierung","AT10003","Kittsee","SPO.01.0003.16.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","60.375","ug/m3","95.32","1","Background","Suburban","17.0703","48.1092","136.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.01.0003&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT31204","Pöchlarn","SPO.03.1204.3772.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","49.596","ug/m3","92.29","1","Background","Rural","15.2050","48.2127","216.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.03.1204&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT30302","Stixneusiedl","SPO.03.0302.944.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","63.230","ug/m3","94.71","1","Background","Rural","16.6753","48.0500","235.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.03.0302&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.01","Amt der Burgenländischen Landesregierung","AT10001","Eisenstadt Laschoberstraße","SPO.01.0001.917.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","58.427","ug/m3","93.68","1","Background","Suburban","16.5262","47.8401","165.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.01.0001&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT32101","Wiesmath","SPO.03.2101.1062.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","79.710","ug/m3","94.12","1","Background","Rural","16.2931","47.6083","738.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.03.2101&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.02","Amt der Kärntner Landesregierung","AT2VL52","Gerlitzen Steinturm","SPO.02.VL52.890.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","91.034","ug/m3","95.71","1","Background","Rural","13.9145","46.6954","1897.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.02.VL52&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.02","Amt der Kärntner Landesregierung","AT2M121","Arnoldstein Gailitz Waldsiedlungsstraße","SPO.02.M121.3676.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","49.371","ug/m3","95.66","1","Background","Suburban","13.7035","46.5584","574.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.02.M121&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT30065","Purkersdorf, Tullnerbachstraße","SPO.03.0065.5087.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","50.534","ug/m3","90.45","1","Background","Suburban","16.1434","48.1955","260.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.03.0065&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.04","Amt der Oberösterreichischen Landesregierung","AT4S108","Grünbach bei Freistadt","SPO.04.S108.2566.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","76.017","ug/m3","92.89","1","Background","Rural","14.5747","48.5311","918.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.04.S108&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT32501","Krems","SPO.03.2501.936.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","54.677","ug/m3","94.97","1","Background","Suburban","15.6192","48.4086","200.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.03.2501&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT30601","Klosterneuburg Meynertgasse","SPO.03.0601.934.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","62.391","ug/m3","94.76","1","Background","Suburban","16.3139","48.3025","260.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.03.0601&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT31701","Dunkelsteinerwald - Unterbergern","SPO.03.1701.948.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","55.808","ug/m3","95.53","1","Background","Rural","15.5455","48.3703","320.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.03.1701&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT32401","Wiener Neustadt","SPO.03.2401.950.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","59.820","ug/m3","93.49","1","Background","Suburban","16.2550","47.8142","265.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.03.2401&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.02","Amt der Kärntner Landesregierung","AT2SP18","Spittal a. d. Drau Oktoberstraße","SPO.02.SP18.898.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","36.774","ug/m3","93.76","1","Background","Suburban","13.4939","46.8014","560.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.02.SP18&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT32604","Kematen an der Ybbs","SPO.03.2604.63689.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","55.334","ug/m3","95.00","1","Background","Rural","14.7723","48.0451","330.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.03.2604&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT32701","Schwechat Sportplatz, Mühlgasse","SPO.03.2701.941.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","57.384","ug/m3","93.60","1","Background","Suburban","16.4759","48.1456","155.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.03.2701&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT30101","Amstetten","SPO.03.0101.926.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","48.293","ug/m3","93.73","1","Background","Suburban","14.8788","48.1199","270.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.03.0101&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT30202","Forsthof am Schöpfl","SPO.03.0202.928.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","70.726","ug/m3","95.02","1","Background","Rural","15.9189","48.1051","581.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.03.0202&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT31502","Payerbach - Kreuzberg","SPO.03.1502.1061.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","79.476","ug/m3","91.21","1","Background","Rural","15.8600","47.6703","890.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.03.1502&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.04","Amt der Oberösterreichischen Landesregierung","AT4S404","Traun Tischlerstraße","SPO.04.S404.959.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","46.058","ug/m3","93.07","1","Background","Suburban","14.2376","48.2253","274.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.04.S404&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.04","Amt der Oberösterreichischen Landesregierung","AT4S184","Linz Stadtpark, Noßbergerstraße","SPO.04.S184.65632.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","44.303","ug/m3","93.53","1","Background","Urban","14.2975","48.3061","260.0","Linz                                                                            ","AT003C1                                           ","193814","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.04.S184&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.02","Amt der Kärntner Landesregierung","AT2WO35","St. Georgen im Lavanttal - Herzogberg","SPO.02.WO35.896.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","53.238","ug/m3","95.57","1","Background","Rural","14.8917","46.7083","540.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.02.WO35&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT31301","Mistelbach Steinhübel","SPO.03.1301.937.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","60.197","ug/m3","94.01","1","Background","Rural","16.5788","48.5783","250.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.03.1301&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT30403","Wolkersdorf","SPO.03.0403.949.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","60.279","ug/m3","95.30","1","Background","Rural","16.5220","48.3929","260.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.03.0403&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Austria","NET.03","Amt der Niederösterreichischen Landesregierung","AT31904","Streithofen im Tullnerfeld","SPO.03.1904.945.7.1","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","60.691","ug/m3","91.06","1","Background","Rural","15.9350","48.2764","220.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=AT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.03.1904&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
